"Student_ID","Job_Offers","Starting_Salary","Career_Satisfaction","Years_to_Promotion","Current_Job_Level","Work_Life_Balance","Entrepreneurship"
"S02502",2,51700,7,3,"Entry",5,"No"
"S02503",0,39700,7,4,"Entry",6,"No"
"S02504",1,29000,3,5,"Senior",5,"Yes"
"S02505",0,37200,10,4,"Entry",6,"No"
"S02506",0,62500,1,1,"Entry",7,"No"
"S02507",4,80500,2,4,"Entry",10,"No"
"S02508",3,58100,8,2,"Entry",6,"Yes"
"S02509",2,44900,4,5,"Mid",3,"No"
"S02510",0,62400,3,3,"Executive",6,"No"
"S02511",0,29600,10,3,"Mid",9,"No"
"S02512",5,49500,7,2,"Entry",6,"No"
"S02513",1,41100,10,3,"Mid",6,"No"
"S02514",1,45800,4,5,"Entry",5,"No"
"S02515",5,41500,2,2,"Mid",1,"No"
"S02516",3,33300,3,5,"Entry",5,"No"
"S02517",2,75500,4,3,"Entry",1,"No"
"S02518",0,40700,1,3,"Mid",8,"No"
"S02519",4,40600,8,1,"Entry",1,"No"
"S02520",5,49100,8,2,"Mid",8,"No"
"S02521",1,53100,5,4,"Senior",4,"Yes"
"S02522",0,74200,6,2,"Entry",3,"No"
"S02523",4,52600,4,5,"Entry",4,"Yes"
"S02524",0,58300,3,3,"Mid",2,"No"
"S02525",3,25000,3,1,"Mid",3,"No"
"S02526",5,54600,4,2,"Entry",4,"No"
"S02527",3,38600,6,5,"Entry",9,"No"
"S02528",4,38900,2,1,"Mid",10,"Yes"
"S02529",1,32200,6,1,"Entry",2,"No"
"S02530",5,45000,8,1,"Mid",3,"No"
"S02531",3,55700,9,3,"Entry",4,"No"
"S02532",1,56500,4,5,"Entry",3,"No"
"S02533",4,53000,5,1,"Mid",3,"No"
"S02534",5,40700,8,3,"Entry",9,"No"
"S02535",4,39100,10,3,"Entry",5,"No"
"S02536",0,43700,2,3,"Entry",9,"No"
"S02537",4,51600,10,2,"Entry",6,"No"
"S02538",0,26500,2,3,"Entry",10,"Yes"
"S02539",1,46100,9,5,"Entry",8,"No"
"S02540",5,44400,6,4,"Entry",1,"No"
"S02541",0,55300,10,2,"Senior",8,"No"
"S02542",5,92500,9,1,"Mid",1,"Yes"
"S02543",1,49800,10,3,"Senior",9,"No"
"S02544",3,50200,7,2,"Entry",3,"No"
"S02545",1,59900,5,2,"Mid",9,"No"
"S02546",2,47000,9,5,"Entry",8,"Yes"
"S02547",0,56500,9,1,"Entry",7,"No"
"S02548",3,69600,2,4,"Entry",1,"Yes"
"S02549",1,45600,8,4,"Mid",7,"Yes"
"S02550",4,72900,8,2,"Entry",2,"No"
"S02551",0,52900,2,2,"Entry",2,"Yes"
"S02552",1,62000,10,1,"Entry",9,"Yes"
"S02553",3,65400,7,2,"Entry",9,"No"
"S02554",5,69900,1,3,"Entry",1,"No"
"S02555",4,67000,5,4,"Entry",7,"Yes"
"S02556",5,70900,5,3,"Mid",5,"No"
"S02557",0,52600,10,5,"Mid",6,"No"
"S02558",3,39500,5,2,"Entry",1,"No"
"S02559",4,51500,2,1,"Entry",6,"Yes"
"S02560",5,33900,3,5,"Entry",1,"Yes"
"S02561",2,45100,6,5,"Entry",4,"No"
"S02562",4,41100,1,1,"Mid",2,"No"
"S02563",5,27600,6,5,"Entry",2,"No"
"S02564",0,63800,6,3,"Senior",1,"No"
"S02565",2,70000,7,5,"Entry",7,"No"
"S02566",1,39100,9,1,"Mid",2,"Yes"
"S02567",2,59600,9,4,"Senior",7,"No"
"S02568",2,89900,4,2,"Senior",2,"No"
"S02569",2,67900,2,1,"Entry",7,"No"
"S02570",4,34600,5,3,"Entry",4,"No"
"S02571",2,63400,1,3,"Mid",9,"No"
"S02572",2,47400,5,4,"Entry",1,"No"
"S02573",1,63100,10,3,"Mid",3,"No"
"S02574",2,84700,3,1,"Mid",5,"No"
"S02575",5,49000,7,3,"Mid",7,"No"
"S02576",4,71200,7,4,"Entry",7,"No"
"S02577",3,38700,3,4,"Mid",6,"No"
"S02578",3,42800,5,5,"Entry",5,"No"
"S02579",4,25000,9,5,"Mid",5,"No"
"S02580",4,74400,4,3,"Entry",4,"No"
"S02581",2,25100,2,3,"Mid",9,"No"
"S02582",4,33000,3,3,"Senior",8,"No"
"S02583",2,53400,1,3,"Mid",9,"No"
"S02584",0,80700,5,5,"Mid",7,"No"
"S02585",1,25000,9,1,"Entry",5,"No"
"S02586",1,55500,2,1,"Entry",10,"No"
"S02587",1,28600,3,1,"Entry",2,"No"
"S02588",0,75200,3,5,"Entry",4,"Yes"
"S02589",1,52600,7,1,"Mid",6,"No"
"S02590",2,73300,10,1,"Mid",8,"No"
"S02591",5,38600,7,5,"Executive",5,"No"
"S02592",3,43200,1,2,"Entry",9,"No"
"S02593",1,36000,3,3,"Executive",4,"No"
"S02594",1,71700,1,3,"Entry",6,"No"
"S02595",2,71300,9,2,"Mid",4,"Yes"
"S02596",5,40200,7,4,"Executive",6,"Yes"
"S02597",2,64600,5,1,"Mid",10,"No"
"S02598",1,48500,7,2,"Entry",3,"No"
"S02599",4,25000,3,1,"Mid",8,"No"
"S02600",0,57500,3,2,"Senior",4,"No"
"S02601",3,62800,1,3,"Senior",7,"No"
"S02602",3,66500,5,1,"Entry",10,"No"
"S02603",0,51100,7,5,"Mid",8,"No"
"S02604",1,44900,3,3,"Senior",9,"No"
"S02605",1,42600,5,3,"Entry",2,"No"
"S02606",1,63600,10,3,"Entry",3,"No"
"S02607",1,56300,1,1,"Executive",9,"No"
"S02608",1,40400,7,4,"Entry",7,"No"
"S02609",5,54200,8,2,"Mid",7,"No"
"S02610",3,60800,8,2,"Mid",4,"No"
"S02611",1,61200,1,5,"Entry",1,"Yes"
"S02612",2,50000,4,4,"Senior",8,"No"
"S02613",4,68700,9,3,"Entry",10,"No"
"S02614",1,38200,2,2,"Mid",9,"No"
"S02615",5,50700,1,1,"Mid",4,"No"
"S02616",2,64000,6,3,"Entry",1,"No"
"S02617",3,54700,1,3,"Entry",9,"Yes"
"S02618",2,51300,6,4,"Mid",5,"Yes"
"S02619",0,38800,1,4,"Entry",6,"No"
"S02620",0,30700,6,2,"Entry",2,"No"
"S02621",2,39700,9,2,"Entry",5,"No"
"S02622",1,67600,5,3,"Senior",1,"No"
"S02623",1,40200,4,5,"Entry",3,"No"
"S02624",5,50000,8,3,"Entry",1,"Yes"
"S02625",1,79800,4,1,"Mid",1,"Yes"
"S02626",5,65400,4,5,"Entry",9,"No"
"S02627",2,47700,9,2,"Mid",6,"No"
"S02628",0,46300,1,5,"Mid",8,"No"
"S02629",0,71600,3,5,"Entry",5,"No"
"S02630",3,44900,4,2,"Entry",9,"Yes"
"S02631",5,50100,8,1,"Entry",4,"No"
"S02632",0,47200,1,1,"Executive",10,"Yes"
"S02633",0,74600,3,4,"Mid",8,"No"
"S02634",4,49900,2,4,"Entry",6,"No"
"S02635",0,45100,6,1,"Entry",10,"No"
"S02636",2,60400,9,1,"Mid",5,"Yes"
"S02637",5,79200,10,4,"Entry",5,"No"
"S02638",1,31700,9,4,"Entry",3,"Yes"
"S02639",2,55200,10,1,"Entry",4,"No"
"S02640",5,37600,5,2,"Mid",10,"No"
"S02641",1,71500,3,1,"Senior",5,"No"
"S02642",1,33300,8,2,"Entry",9,"No"
"S02643",3,62200,9,2,"Entry",10,"No"
"S02644",5,39000,9,2,"Entry",3,"No"
"S02645",0,74600,1,4,"Entry",5,"Yes"
"S02646",3,86300,10,3,"Entry",9,"No"
"S02647",1,68500,5,1,"Entry",1,"Yes"
"S02648",4,49400,10,5,"Entry",5,"Yes"
"S02649",4,31900,9,5,"Entry",4,"Yes"
"S02650",5,52900,3,1,"Entry",1,"No"
"S02651",3,53900,7,2,"Mid",1,"No"
"S02652",3,84900,9,4,"Mid",7,"No"
"S02653",0,52000,2,4,"Senior",6,"No"
"S02654",3,39300,2,2,"Entry",1,"No"
"S02655",3,53100,5,1,"Entry",4,"No"
"S02656",2,44300,8,5,"Entry",7,"Yes"
"S02657",3,48600,10,4,"Mid",6,"No"
"S02658",5,82400,5,2,"Entry",10,"No"
"S02659",3,37300,8,4,"Entry",2,"No"
"S02660",5,64400,4,2,"Entry",9,"No"
"S02661",5,45300,9,4,"Executive",10,"No"
"S02662",2,49500,4,5,"Executive",3,"Yes"
"S02663",1,49800,5,4,"Mid",2,"No"
"S02664",5,35500,7,1,"Entry",1,"Yes"
"S02665",1,58800,9,3,"Mid",3,"No"
"S02666",2,25000,5,2,"Mid",6,"No"
"S02667",0,45500,7,3,"Mid",10,"No"
"S02668",3,54400,4,5,"Senior",1,"Yes"
"S02669",5,58700,2,5,"Entry",2,"Yes"
"S02670",0,58000,2,3,"Senior",9,"Yes"
"S02671",4,33100,5,5,"Senior",1,"No"
"S02672",0,43700,2,5,"Mid",1,"No"
"S02673",3,52100,2,2,"Mid",9,"No"
"S02674",1,38700,2,2,"Entry",3,"No"
"S02675",3,52700,4,2,"Mid",6,"No"
"S02676",5,58100,8,1,"Mid",3,"No"
"S02677",3,41900,7,1,"Entry",2,"No"
"S02678",3,59600,5,1,"Entry",3,"Yes"
"S02679",0,46200,7,1,"Mid",10,"Yes"
"S02680",1,37800,6,3,"Executive",4,"Yes"
"S02681",1,69800,8,2,"Entry",1,"No"
"S02682",5,42700,8,5,"Entry",3,"Yes"
"S02683",0,28400,7,4,"Senior",7,"No"
"S02684",0,42300,5,1,"Entry",2,"No"
"S02685",0,53700,6,5,"Executive",7,"No"
"S02686",4,55100,10,2,"Mid",4,"No"
"S02687",4,33700,8,3,"Senior",7,"No"
"S02688",3,59300,7,5,"Senior",3,"No"
"S02689",5,49400,5,4,"Mid",7,"Yes"
"S02690",4,28200,10,5,"Entry",10,"No"
"S02691",0,25000,8,2,"Entry",7,"No"
"S02692",0,53200,4,5,"Entry",3,"No"
"S02693",0,45200,6,3,"Senior",6,"No"
"S02694",1,36700,4,2,"Mid",9,"No"
"S02695",5,40700,5,1,"Entry",7,"No"
"S02696",1,48500,10,2,"Entry",5,"Yes"
"S02697",4,48200,3,5,"Entry",1,"No"
"S02698",2,48200,2,4,"Mid",8,"No"
"S02699",2,47800,1,2,"Entry",4,"No"
"S02700",0,79600,3,2,"Entry",2,"No"
"S02701",1,42300,1,2,"Mid",9,"No"
"S02702",5,60900,6,2,"Entry",3,"No"
"S02703",3,59100,2,5,"Entry",6,"No"
"S02704",4,41300,3,1,"Entry",3,"No"
"S02705",1,25000,8,4,"Senior",7,"No"
"S02706",0,43700,5,2,"Entry",2,"No"
"S02707",0,25100,2,4,"Mid",4,"No"
"S02708",2,25000,2,5,"Mid",10,"No"
"S02709",5,42400,3,1,"Mid",9,"No"
"S02710",5,51200,3,2,"Entry",8,"Yes"
"S02711",0,46800,8,1,"Entry",8,"No"
"S02712",0,25500,5,2,"Entry",8,"No"
"S02713",3,31800,8,2,"Entry",7,"No"
"S02714",4,52300,4,3,"Entry",6,"No"
"S02715",3,59300,9,4,"Entry",8,"No"
"S02716",2,37500,3,1,"Entry",7,"No"
"S02717",1,49600,2,4,"Entry",1,"No"
"S02718",5,53100,6,4,"Mid",6,"No"
"S02719",2,75900,4,4,"Senior",8,"No"
"S02720",5,73700,2,1,"Entry",5,"No"
"S02721",0,58900,6,2,"Entry",6,"No"
"S02722",4,25000,4,2,"Entry",2,"No"
"S02723",0,72200,10,2,"Entry",2,"Yes"
"S02724",4,57100,4,2,"Entry",2,"No"
"S02725",4,40300,10,2,"Entry",6,"No"
"S02726",4,79600,4,2,"Senior",5,"No"
"S02727",1,45300,4,5,"Mid",6,"No"
"S02728",2,82300,8,5,"Executive",6,"Yes"
"S02729",5,33100,1,2,"Entry",4,"No"
"S02730",5,43600,9,1,"Senior",7,"No"
"S02731",1,25000,3,4,"Senior",9,"No"
"S02732",1,43000,5,4,"Senior",7,"Yes"
"S02733",1,68100,5,1,"Entry",6,"No"
"S02734",3,41600,4,5,"Mid",3,"No"
"S02735",3,37500,4,4,"Mid",6,"No"
"S02736",3,68800,7,5,"Mid",8,"No"
"S02737",1,52400,4,3,"Mid",8,"No"
"S02738",0,52000,10,4,"Mid",4,"No"
"S02739",3,33600,3,3,"Executive",5,"No"
"S02740",3,34800,9,3,"Senior",4,"No"
"S02741",1,46300,4,3,"Senior",2,"No"
"S02742",2,25000,4,3,"Entry",5,"No"
"S02743",0,62000,10,2,"Mid",1,"Yes"
"S02744",4,59200,8,2,"Entry",2,"Yes"
"S02745",4,56300,7,1,"Entry",7,"No"
"S02746",5,30300,4,4,"Senior",5,"No"
"S02747",0,60600,8,1,"Senior",10,"No"
"S02748",1,37200,10,3,"Mid",8,"No"
"S02749",2,68600,2,1,"Senior",6,"No"
"S02750",2,45400,9,2,"Entry",8,"No"
"S02751",4,51200,2,5,"Entry",2,"No"
"S02752",2,59500,10,5,"Senior",8,"No"
"S02753",4,54500,3,5,"Entry",9,"No"
"S02754",5,25000,6,5,"Entry",8,"No"
"S02755",3,25000,7,5,"Entry",7,"No"
"S02756",5,38200,9,4,"Entry",8,"No"
"S02757",1,56100,8,3,"Entry",2,"No"
"S02758",2,75800,6,2,"Entry",6,"No"
"S02759",1,45400,8,5,"Senior",7,"No"
"S02760",3,62200,5,4,"Senior",9,"Yes"
"S02761",0,60200,10,2,"Entry",3,"No"
"S02762",0,29900,10,5,"Mid",6,"No"
"S02763",0,49900,9,3,"Entry",8,"No"
"S02764",4,41000,4,1,"Mid",4,"No"
"S02765",4,36200,1,3,"Entry",5,"No"
"S02766",0,75500,8,3,"Mid",2,"No"
"S02767",3,55700,5,5,"Mid",10,"No"
"S02768",5,37500,9,1,"Entry",7,"No"
"S02769",4,41100,3,1,"Senior",8,"No"
"S02770",5,51900,9,2,"Mid",6,"No"
"S02771",5,55600,8,4,"Mid",9,"No"
"S02772",0,25000,6,2,"Entry",3,"No"
"S02773",1,70000,10,5,"Mid",9,"No"
"S02774",0,53100,10,1,"Entry",9,"No"
"S02775",0,36100,8,3,"Senior",9,"No"
"S02776",1,86200,8,3,"Senior",6,"No"
"S02777",5,56500,7,4,"Entry",9,"No"
"S02778",4,73200,7,5,"Mid",7,"No"
"S02779",5,68700,3,5,"Entry",8,"No"
"S02780",1,80300,7,2,"Senior",8,"Yes"
"S02781",4,65900,3,1,"Entry",8,"Yes"
"S02782",3,64200,9,1,"Entry",3,"No"
"S02783",4,61500,5,4,"Entry",6,"No"
"S02784",2,71600,8,3,"Mid",7,"Yes"
"S02785",4,41600,3,2,"Entry",4,"No"
"S02786",2,56200,3,4,"Mid",4,"No"
"S02787",4,41800,3,1,"Mid",7,"No"
"S02788",1,64000,8,2,"Entry",2,"No"
"S02789",4,45500,9,5,"Mid",8,"No"
"S02790",0,46600,7,3,"Entry",6,"Yes"
"S02791",4,25000,1,1,"Senior",9,"No"
"S02792",1,79900,6,1,"Entry",5,"No"
"S02793",1,31400,3,4,"Senior",10,"No"
"S02794",4,56400,1,3,"Mid",10,"Yes"
"S02795",4,59200,10,1,"Mid",1,"No"
"S02796",4,71200,2,1,"Entry",7,"No"
"S02797",5,42600,3,1,"Entry",4,"No"
"S02798",5,29600,7,4,"Entry",10,"Yes"
"S02799",3,64400,6,1,"Entry",4,"No"
"S02800",2,67400,2,4,"Entry",3,"No"
"S02801",4,55500,5,5,"Entry",5,"No"
"S02802",4,50700,1,5,"Entry",6,"No"
"S02803",2,49500,3,5,"Entry",3,"Yes"
"S02804",0,33400,1,5,"Executive",8,"No"
"S02805",3,25000,3,2,"Mid",2,"No"
"S02806",3,74900,2,2,"Senior",7,"Yes"
"S02807",0,50200,4,5,"Entry",1,"No"
"S02808",2,62300,5,5,"Entry",9,"No"
"S02809",2,44700,3,3,"Mid",9,"Yes"
"S02810",1,44700,10,1,"Senior",5,"No"
"S02811",2,43000,5,3,"Mid",2,"No"
"S02812",5,47100,7,3,"Mid",6,"No"
"S02813",3,66900,10,3,"Entry",10,"No"
"S02814",5,52000,9,3,"Executive",5,"No"
"S02815",1,75200,8,3,"Mid",4,"Yes"
"S02816",4,33000,6,3,"Entry",2,"No"
"S02817",4,47300,9,5,"Entry",5,"No"
"S02818",4,49200,8,3,"Entry",8,"No"
"S02819",1,60900,4,2,"Entry",2,"Yes"
"S02820",3,39500,2,1,"Mid",7,"No"
"S02821",2,67300,9,2,"Entry",3,"No"
"S02822",1,59500,6,4,"Entry",6,"No"
"S02823",3,74000,10,2,"Mid",4,"No"
"S02824",2,42400,8,4,"Entry",6,"No"
"S02825",0,25100,8,5,"Entry",2,"No"
"S02826",3,64500,4,4,"Mid",10,"No"
"S02827",5,66400,10,3,"Entry",5,"Yes"
"S02828",5,25000,5,3,"Entry",2,"No"
"S02829",0,58500,1,3,"Executive",8,"No"
"S02830",4,54700,9,4,"Mid",9,"No"
"S02831",4,41800,7,4,"Entry",8,"No"
"S02832",3,73300,1,4,"Mid",1,"No"
"S02833",5,43700,10,1,"Entry",5,"No"
"S02834",0,75500,10,1,"Entry",4,"No"
"S02835",1,64100,3,1,"Mid",4,"No"
"S02836",2,60800,9,3,"Entry",7,"No"
"S02837",4,57300,1,5,"Senior",10,"No"
"S02838",4,61000,6,2,"Entry",10,"No"
"S02839",4,41100,5,1,"Mid",4,"No"
"S02840",4,32100,4,2,"Entry",1,"No"
"S02841",5,75500,1,1,"Mid",3,"Yes"
"S02842",3,41500,7,4,"Entry",8,"No"
"S02843",5,46800,1,4,"Entry",10,"No"
"S02844",3,29900,1,3,"Senior",7,"No"
"S02845",0,59300,2,3,"Senior",2,"No"
"S02846",1,34100,9,2,"Senior",7,"No"
"S02847",0,56200,1,3,"Entry",2,"No"
"S02848",5,45100,8,5,"Mid",6,"No"
"S02849",5,53500,1,5,"Senior",8,"No"
"S02850",1,75300,1,5,"Entry",3,"No"
"S02851",3,33000,9,3,"Entry",3,"No"
"S02852",4,42300,8,1,"Entry",8,"No"
"S02853",0,38500,1,2,"Entry",8,"Yes"
"S02854",1,57400,7,2,"Senior",10,"Yes"
"S02855",2,56200,8,2,"Entry",6,"No"
"S02856",1,46800,2,1,"Entry",1,"No"
"S02857",0,67600,4,3,"Entry",3,"No"
"S02858",3,50400,2,1,"Mid",10,"No"
"S02859",4,40800,6,4,"Entry",7,"Yes"
"S02860",2,69800,5,1,"Entry",2,"No"
"S02861",0,46400,5,3,"Mid",9,"Yes"
"S02862",3,47500,8,1,"Mid",9,"No"
"S02863",1,48700,1,3,"Entry",2,"No"
"S02864",3,53400,10,1,"Executive",6,"No"
"S02865",3,67800,2,1,"Mid",2,"No"
"S02866",4,63400,1,2,"Mid",1,"Yes"
"S02867",0,59300,4,2,"Mid",10,"No"
"S02868",5,35500,2,2,"Entry",9,"No"
"S02869",3,49600,10,3,"Entry",5,"No"
"S02870",1,47900,7,5,"Senior",1,"No"
"S02871",1,58400,5,5,"Entry",7,"No"
"S02872",4,47100,5,5,"Senior",3,"No"
"S02873",3,71600,1,5,"Entry",6,"No"
"S02874",1,59700,2,3,"Entry",4,"No"
"S02875",5,58900,5,2,"Entry",3,"No"
"S02876",1,35300,7,2,"Mid",6,"No"
"S02877",4,39200,1,2,"Mid",8,"No"
"S02878",3,42100,7,3,"Entry",6,"No"
"S02879",4,50100,2,1,"Mid",6,"No"
"S02880",3,67900,2,4,"Entry",5,"No"
"S02881",1,38600,9,3,"Mid",5,"No"
"S02882",5,25700,8,1,"Mid",1,"No"
"S02883",0,71500,10,2,"Entry",4,"No"
"S02884",1,43100,4,2,"Mid",8,"No"
"S02885",0,49000,5,5,"Entry",6,"No"
"S02886",3,65100,9,5,"Senior",7,"No"
"S02887",3,67600,4,1,"Entry",9,"Yes"
"S02888",2,36300,10,4,"Entry",8,"No"
"S02889",3,54000,8,1,"Mid",4,"Yes"
"S02890",3,70900,5,1,"Mid",7,"Yes"
"S02891",2,50600,1,4,"Senior",3,"No"
"S02892",0,66600,7,1,"Entry",5,"No"
"S02893",3,52500,10,1,"Mid",3,"No"
"S02894",4,66500,3,3,"Entry",7,"Yes"
"S02895",3,70000,7,4,"Entry",3,"No"
"S02896",3,76000,8,2,"Mid",8,"No"
"S02897",1,57100,4,5,"Senior",10,"Yes"
"S02898",3,44100,6,2,"Senior",8,"No"
"S02899",3,54100,10,2,"Mid",6,"Yes"
"S02900",4,55000,7,5,"Mid",9,"No"
"S02901",2,50200,8,5,"Mid",2,"No"
"S02902",2,61000,3,1,"Mid",6,"No"
"S02903",2,58500,7,4,"Senior",4,"No"
"S02904",1,54300,5,5,"Entry",7,"No"
"S02905",3,83000,7,4,"Entry",1,"No"
"S02906",0,37800,6,1,"Mid",4,"Yes"
"S02907",0,55500,5,2,"Mid",10,"No"
"S02908",4,50100,3,5,"Mid",4,"No"
"S02909",1,25000,10,5,"Entry",6,"No"
"S02910",5,40600,2,1,"Entry",10,"Yes"
"S02911",1,28800,3,4,"Senior",6,"No"
"S02912",3,62500,2,4,"Entry",6,"No"
"S02913",5,31100,3,3,"Entry",4,"Yes"
"S02914",0,29400,2,2,"Entry",5,"No"
"S02915",1,46900,1,3,"Executive",8,"No"
"S02916",4,44800,9,4,"Entry",3,"Yes"
"S02917",0,44000,10,3,"Mid",6,"Yes"
"S02918",1,33700,5,4,"Mid",1,"No"
"S02919",3,63400,9,5,"Mid",10,"No"
"S02920",3,47400,8,1,"Entry",6,"No"
"S02921",5,64600,7,3,"Entry",9,"No"
"S02922",3,35200,6,5,"Senior",8,"No"
"S02923",3,40400,4,5,"Mid",5,"No"
"S02924",0,36900,10,1,"Entry",7,"Yes"
"S02925",0,49600,10,1,"Entry",5,"Yes"
"S02926",1,39900,7,5,"Entry",3,"Yes"
"S02927",4,66200,7,5,"Entry",9,"No"
"S02928",2,25000,1,3,"Mid",7,"No"
"S02929",2,75300,9,3,"Entry",8,"No"
"S02930",3,45500,4,2,"Senior",7,"No"
"S02931",1,38400,7,2,"Entry",7,"No"
"S02932",2,77600,9,5,"Mid",8,"No"
"S02933",2,48500,2,2,"Entry",8,"No"
"S02934",2,45500,8,5,"Entry",6,"No"
"S02935",2,40700,4,1,"Mid",4,"Yes"
"S02936",5,46000,4,1,"Entry",5,"No"
"S02937",2,57300,3,3,"Mid",6,"No"
"S02938",5,57800,10,4,"Mid",9,"Yes"
"S02939",5,32100,4,5,"Entry",5,"No"
"S02940",1,32500,9,3,"Entry",9,"No"
"S02941",2,65400,1,2,"Entry",9,"No"
"S02942",2,42100,9,5,"Mid",8,"No"
"S02943",5,49100,10,3,"Entry",10,"Yes"
"S02944",1,51800,9,2,"Senior",6,"No"
"S02945",0,72000,1,5,"Mid",1,"No"
"S02946",0,69800,9,3,"Entry",5,"No"
"S02947",0,55100,6,4,"Senior",3,"No"
"S02948",2,39900,8,3,"Senior",9,"No"
"S02949",1,84700,8,5,"Entry",4,"No"
"S02950",0,60500,8,2,"Entry",7,"No"
"S02951",3,70500,8,5,"Mid",6,"Yes"
"S02952",3,46400,1,5,"Executive",6,"No"
"S02953",1,32700,1,3,"Senior",5,"Yes"
"S02954",2,57600,7,5,"Entry",1,"No"
"S02955",5,50300,9,1,"Mid",3,"No"
"S02956",0,74800,10,4,"Mid",5,"Yes"
"S02957",2,48500,8,2,"Mid",2,"Yes"
"S02958",5,43300,5,4,"Mid",2,"No"
"S02959",0,69300,8,3,"Entry",4,"No"
"S02960",4,43700,9,3,"Mid",7,"No"
"S02961",4,45900,7,1,"Mid",1,"No"
"S02962",2,26800,10,3,"Mid",9,"No"
"S02963",3,66900,3,3,"Entry",1,"No"
"S02964",2,47300,9,3,"Entry",8,"No"
"S02965",0,32300,5,4,"Mid",6,"No"
"S02966",2,67400,8,1,"Entry",1,"No"
"S02967",2,46000,1,5,"Entry",7,"No"
"S02968",0,77300,1,2,"Mid",2,"No"
"S02969",3,69200,3,1,"Mid",1,"No"
"S02970",4,31900,2,4,"Mid",8,"No"
"S02971",5,60800,5,5,"Senior",2,"No"
"S02972",0,65800,9,5,"Entry",9,"No"
"S02973",2,25000,9,2,"Entry",6,"Yes"
"S02974",1,46100,8,5,"Entry",1,"No"
"S02975",2,41900,5,1,"Entry",8,"No"
"S02976",5,66300,3,5,"Mid",7,"No"
"S02977",2,36500,6,4,"Mid",1,"No"
"S02978",1,54000,8,5,"Entry",8,"No"
"S02979",5,79000,6,4,"Entry",2,"Yes"
"S02980",2,25000,7,5,"Mid",8,"No"
"S02981",1,51400,7,2,"Entry",9,"No"
"S02982",2,51900,7,1,"Mid",5,"No"
"S02983",3,25000,9,4,"Entry",5,"Yes"
"S02984",5,25000,9,5,"Mid",7,"No"
"S02985",4,63000,1,3,"Entry",1,"No"
"S02986",3,49200,3,3,"Entry",5,"No"
"S02987",0,52900,5,1,"Entry",1,"Yes"
"S02988",0,47800,4,4,"Entry",8,"Yes"
"S02989",2,68700,1,2,"Senior",8,"No"
"S02990",0,86000,1,2,"Entry",1,"Yes"
"S02991",0,66700,4,1,"Senior",2,"No"
"S02992",2,25000,5,2,"Senior",7,"Yes"
"S02993",2,49500,4,5,"Entry",7,"No"
"S02994",4,71200,2,1,"Entry",9,"Yes"
"S02995",1,43600,5,4,"Entry",3,"No"
"S02996",2,71300,10,2,"Entry",2,"No"
"S02997",4,44900,3,5,"Mid",10,"Yes"
"S02998",3,31200,7,2,"Entry",8,"Yes"
"S02999",0,60800,4,1,"Mid",7,"No"
"S03000",1,56900,2,1,"Mid",3,"Yes"
"S03001",5,41000,8,2,"Mid",3,"Yes"
"S03002",3,69500,10,1,"Mid",7,"No"
"S03003",2,25000,2,3,"Senior",5,"No"
"S03004",3,65800,7,1,"Mid",9,"No"
"S03005",5,41800,8,4,"Senior",10,"No"
"S03006",4,76400,10,2,"Mid",7,"No"
"S03007",2,62300,3,3,"Entry",1,"No"
"S03008",2,44800,6,2,"Entry",1,"No"
"S03009",1,35500,4,1,"Entry",6,"Yes"
"S03010",4,25700,2,3,"Entry",5,"No"
"S03011",0,48800,8,2,"Entry",5,"No"
"S03012",3,50800,2,1,"Entry",8,"Yes"
"S03013",5,65800,9,1,"Mid",8,"No"
"S03014",1,39200,9,2,"Entry",9,"No"
"S03015",5,55500,8,2,"Entry",4,"No"
"S03016",1,44700,10,2,"Entry",5,"No"
"S03017",2,72500,3,3,"Mid",7,"No"
"S03018",3,48100,8,3,"Mid",3,"No"
"S03019",1,39000,5,4,"Senior",6,"No"
"S03020",2,32000,10,3,"Mid",3,"No"
"S03021",2,43200,5,1,"Entry",4,"No"
"S03022",4,46500,2,3,"Entry",10,"No"
"S03023",2,47000,3,2,"Entry",8,"No"
"S03024",0,56400,8,2,"Entry",10,"No"
"S03025",4,45000,1,3,"Mid",4,"No"
"S03026",4,37500,4,1,"Entry",4,"No"
"S03027",0,43700,6,4,"Entry",7,"No"
"S03028",0,46700,9,2,"Mid",3,"No"
"S03029",5,41500,8,5,"Entry",3,"No"
"S03030",1,25800,10,4,"Executive",1,"Yes"
"S03031",5,27200,5,5,"Senior",7,"No"
"S03032",1,25000,7,5,"Mid",4,"No"
"S03033",5,52500,8,5,"Entry",7,"No"
"S03034",0,56800,9,2,"Entry",2,"No"
"S03035",1,37400,3,2,"Entry",5,"No"
"S03036",0,57300,8,5,"Entry",7,"Yes"
"S03037",0,44200,3,5,"Entry",9,"No"
"S03038",5,47800,1,4,"Entry",10,"Yes"
"S03039",2,30400,4,2,"Mid",4,"No"
"S03040",1,68700,7,5,"Entry",6,"No"
"S03041",4,73900,9,1,"Mid",3,"No"
"S03042",4,54900,10,2,"Mid",2,"No"
"S03043",1,38600,7,2,"Senior",10,"No"
"S03044",1,51400,10,1,"Mid",2,"No"
"S03045",1,38400,5,5,"Entry",5,"No"
"S03046",1,29900,1,3,"Mid",3,"No"
"S03047",2,60600,1,2,"Mid",2,"No"
"S03048",0,35100,9,5,"Senior",2,"No"
"S03049",1,37200,4,1,"Mid",3,"No"
