"Student_ID","High_School_GPA","SAT_Score","University_Ranking","University_GPA","Field_of_Study"
"S02511",3.29,1488,970,2.01,"Computer Science"
"S02512",3.52,953,722,2.95,"Business"
"S02513",2.24,1176,158,3.59,"Medicine"
"S02514",3.67,1010,328,3.26,"Arts"
"S02515",3.41,1123,745,2.95,"Computer Science"
"S02516",3.15,974,883,3.29,"Arts"
"S02517",3.78,1405,77,3.81,"Medicine"
"S02518",3.4,913,735,3.13,"Engineering"
"S02519",2.4,1381,633,3.6,"Engineering"
"S02520",2.86,1088,454,3.96,"Law"
"S02521",2.99,1263,310,3.41,"Engineering"
"S02522",2.11,1138,327,3.15,"Arts"
"S02523",3.91,1300,508,2.07,"Computer Science"
"S02524",2.26,1203,853,2.75,"Arts"
"S02525",3.39,990,870,3.13,"Arts"
"S02526",3.01,1291,107,3.59,"Engineering"
"S02527",2.05,1083,241,2.88,"Arts"
"S02528",3.85,916,435,3.92,"Medicine"
"S02529",3.7,911,28,2.54,"Business"
"S02530",3.05,1065,704,3.49,"Business"
"S02531",2.46,1045,249,2.84,"Business"
"S02532",2.24,1181,364,2.97,"Law"
"S02533",2.73,1448,725,3.61,"Mathematics"
"S02534",2.51,1481,533,2.59,"Mathematics"
"S02535",3.01,1068,472,2.19,"Engineering"
"S02536",3.93,1069,667,3.04,"Mathematics"
"S02537",3.15,1245,539,3.06,"Engineering"
"S02538",3.78,1398,589,3.59,"Business"
"S02539",3.3,1359,818,3.94,"Computer Science"
"S02540",2.95,1196,413,2.11,"Law"
"S02541",3.71,1041,935,3.18,"Business"
"S02542",2.94,1594,569,3.36,"Arts"
"S02543",3.74,952,631,3.97,"Mathematics"
"S02544",2.58,1017,988,3.89,"Business"
"S02545",2.26,1264,165,3.42,"Mathematics"
"S02546",3.71,1570,989,3.04,"Business"
"S02547",3.17,1035,576,2.32,"Mathematics"
"S02548",3.78,1313,48,2.77,"Computer Science"
"S02549",3.88,976,662,3.17,"Engineering"
"S02550",2.11,1456,484,3.45,"Mathematics"
"S02551",3,917,158,3.27,"Engineering"
"S02552",2.75,1302,668,3.43,"Arts"
"S02553",3.25,1104,151,2.86,"Business"
"S02554",3.59,1398,225,3.46,"Medicine"
"S02555",2.56,1223,260,2.29,"Arts"
"S02556",3.11,1494,387,2.33,"Mathematics"
"S02557",3.42,1461,256,2.33,"Engineering"
"S02558",2.27,1180,61,3.78,"Computer Science"
"S02559",3.63,1065,864,2.15,"Mathematics"
"S02560",3.21,1142,772,3.6,"Engineering"
"S02561",3.9,1378,833,2.47,"Engineering"
"S02562",2.68,1063,396,2.94,"Mathematics"
"S02563",2.22,1223,397,3.83,"Computer Science"
"S02564",3.01,1467,162,3.17,"Business"
"S02565",2.17,1450,380,2.42,"Business"
"S02566",3.94,1539,443,2.57,"Mathematics"
"S02567",2.08,1533,349,3.84,"Mathematics"
"S02568",3.51,1597,969,2.85,"Mathematics"
"S02569",3.05,1107,31,3.17,"Engineering"
"S02570",2.74,1214,71,2.92,"Mathematics"
"S02571",2.13,1203,397,2.76,"Arts"
"S02572",3.24,1138,438,2.45,"Medicine"
"S02573",3.17,1123,2,3.37,"Mathematics"
"S02574",2.56,987,929,3.44,"Arts"
"S02575",3.82,1436,562,2.55,"Law"
"S02576",2.61,1328,135,3.58,"Arts"
"S02577",2.9,1119,146,3.71,"Engineering"
"S02578",3.09,1174,179,3.84,"Engineering"
"S02579",2.2,1546,264,2.32,"Medicine"
"S02580",3.86,965,311,2.61,"Medicine"
"S02581",2.75,1491,204,3.72,"Medicine"
"S02582",2.16,1322,811,2.4,"Engineering"
"S02583",2.77,1154,699,2.01,"Engineering"
"S02584",3.2,1024,30,3.74,"Arts"
"S02585",3.03,1045,59,2.65,"Engineering"
"S02586",3.39,1514,9,2.83,"Law"
"S02587",2.11,1284,988,2.89,"Business"
"S02588",2.57,1346,324,3.7,"Business"
"S02589",3.64,1286,167,2.68,"Medicine"
"S02590",2.16,1282,337,3.78,"Engineering"
"S02591",3.71,1176,907,3.23,"Law"
"S02592",2.18,1281,379,3.05,"Business"
"S02593",3.67,1023,898,2.65,"Arts"
"S02594",2.72,1166,791,2.49,"Computer Science"
"S02595",3.22,1010,703,3.25,"Mathematics"
"S02596",2.31,1280,242,2.89,"Arts"
"S02597",2.13,1500,790,3.82,"Computer Science"
"S02598",2.43,1057,957,2.98,"Law"
"S02599",2.26,1447,666,3.02,"Arts"
"S02600",2.62,1498,908,2.83,"Business"
"S02601",3.03,1017,160,3.58,"Engineering"
"S02602",3.18,1227,777,2.85,"Computer Science"
"S02603",3.58,1593,235,2.54,"Engineering"
"S02604",3.31,967,453,3.72,"Law"
"S02605",3.22,1333,858,3.19,"Mathematics"
"S02606",2.82,1258,199,3.18,"Mathematics"
"S02607",2.95,1570,477,3.22,"Engineering"
"S02608",2.83,1342,33,3.44,"Business"
"S02609",3.68,1063,408,2.63,"Law"
"S02610",2.46,1260,89,2.07,"Mathematics"
"S02611",2.01,1484,607,3.62,"Medicine"
"S02612",3.3,1018,221,2.26,"Medicine"
"S02613",2.4,1094,69,3.44,"Computer Science"
"S02614",3.78,1500,294,2.16,"Business"
"S02615",3.72,1487,237,2.75,"Engineering"
"S02616",2.15,1550,907,2.13,"Arts"
"S02617",2.21,1140,160,3.04,"Arts"
"S02618",2.99,1408,832,3.31,"Law"
"S02619",3.22,1565,840,2.34,"Computer Science"
"S02620",2.55,1464,788,2.74,"Computer Science"
"S02621",3.43,1041,290,3.86,"Computer Science"
"S02622",3.19,930,879,2.88,"Business"
"S02623",2.65,1122,554,3.61,"Arts"
"S02624",2.05,1165,904,3.85,"Law"
"S02625",3.5,1181,578,3.95,"Business"
"S02626",2.43,1280,533,3.8,"Law"
"S02627",3.67,1455,335,2.63,"Business"
"S02628",2.84,961,582,3.93,"Engineering"
"S02629",3.15,1420,773,3.62,"Business"
"S02630",3.75,970,502,3.67,"Business"
"S02631",3.73,1501,246,2.03,"Engineering"
"S02632",2.74,1435,323,3.91,"Medicine"
"S02633",2.42,1039,747,3.56,"Engineering"
"S02634",3.55,1215,939,3.54,"Computer Science"
"S02635",2.87,1239,784,2.16,"Mathematics"
"S02636",2.38,1489,611,2.47,"Medicine"
"S02637",3.81,1427,329,3.92,"Mathematics"
"S02638",2.4,1440,547,3,"Arts"
"S02639",2.05,1315,339,2.8,"Mathematics"
"S02640",2.04,1366,171,3.68,"Law"
"S02641",3.24,1274,110,2.17,"Business"
"S02642",3.32,1190,994,2.83,"Medicine"
"S02643",2.62,942,807,2.75,"Arts"
"S02644",2.64,952,10,2.7,"Engineering"
"S02645",2.68,1131,202,2.62,"Engineering"
"S02646",3.36,1111,916,2.42,"Computer Science"
"S02647",2.12,907,257,2.35,"Mathematics"
"S02648",3.86,1533,262,3.28,"Computer Science"
"S02649",2.45,1382,693,3.84,"Medicine"
"S02650",4,941,430,3.02,"Mathematics"
"S02651",2.34,1232,507,2.6,"Law"
"S02652",3.54,1132,66,2.32,"Business"
"S02653",2.45,969,806,3.66,"Engineering"
"S02654",2.16,915,673,3.94,"Medicine"
"S02655",3.75,968,579,2.7,"Mathematics"
"S02656",3.72,952,612,2.58,"Medicine"
"S02657",2.81,1584,589,3.2,"Law"
"S02658",3.4,1278,35,3.55,"Mathematics"
"S02659",3.11,1362,975,2.91,"Medicine"
"S02660",3.71,1426,557,3.26,"Computer Science"
"S02661",2.63,1578,662,3.43,"Law"
"S02662",3.05,962,491,3.92,"Engineering"
"S02663",2.97,1160,580,2.33,"Mathematics"
"S02664",2.71,1399,254,3.99,"Computer Science"
"S02665",3.78,1020,17,2.78,"Computer Science"
"S02666",2.33,1139,261,3.45,"Law"
"S02667",2.3,1364,725,3.14,"Law"
"S02668",3.15,1006,825,2.97,"Medicine"
"S02669",3.31,1079,256,3.4,"Arts"
"S02670",2.39,915,728,2.79,"Arts"
"S02671",2.78,1254,863,2.25,"Arts"
"S02672",3.89,1208,424,2.98,"Mathematics"
"S02673",2.49,1488,501,3.04,"Mathematics"
"S02674",3.34,1504,286,2.4,"Medicine"
"S02675",3.48,1080,938,3.87,"Business"
"S02676",2.9,1073,7,2.45,"Mathematics"
"S02677",3.88,1253,497,2.82,"Engineering"
"S02678",3.47,1253,892,2.31,"Medicine"
"S02679",2.92,1118,199,3.07,"Medicine"
"S02680",3.14,1554,603,2.62,"Computer Science"
"S02681",3.39,1214,984,2.98,"Arts"
"S02682",3.18,1333,659,2.45,"Law"
"S02683",3.76,1181,937,2.11,"Medicine"
"S02684",2.71,1158,418,3.56,"Business"
"S02685",2.6,1458,662,3.28,"Mathematics"
"S02686",2.43,904,52,2.68,"Engineering"
"S02687",2.08,1473,243,2.09,"Business"
"S02688",2.09,1495,219,3.73,"Medicine"
"S02689",3.74,1544,518,2.34,"Medicine"
"S02690",3.36,1293,970,3.86,"Computer Science"
"S02691",3.32,1235,109,2.96,"Business"
"S02692",3.23,962,351,2.68,"Computer Science"
"S02693",3.7,943,921,3.48,"Law"
"S02694",2.96,1052,66,3.75,"Business"
"S02695",3.74,1582,10,2.74,"Arts"
"S02696",2.72,1055,202,2.81,"Law"
"S02697",3.85,1377,794,2.87,"Arts"
"S02698",3.4,1174,901,3.84,"Business"
"S02699",2.51,1257,214,3.39,"Computer Science"
"S02700",3.13,1325,68,2.5,"Arts"
"S02701",3.07,1431,759,2.37,"Medicine"
"S02702",2.28,1382,866,2.46,"Mathematics"
"S02703",3.18,1113,327,2.53,"Engineering"
"S02704",2.63,978,50,2.46,"Computer Science"
"S02705",2.1,1038,17,3.32,"Law"
"S02706",3.9,997,523,2.23,"Mathematics"
"S02707",3.28,1563,821,2.77,"Law"
"S02708",3.75,1097,306,3.25,"Business"
"S02709",3.35,1055,392,2.58,"Law"
"S02710",2.71,949,988,2.13,"Engineering"
"S02711",3.03,1378,124,2.16,"Engineering"
"S02712",3.35,1127,504,2.25,"Medicine"
"S02713",3.92,1356,225,3.67,"Law"
"S02714",2.51,1421,756,3.32,"Computer Science"
"S02715",3.75,1048,318,2.13,"Engineering"
"S02716",3.85,957,473,2.78,"Computer Science"
"S02717",3.34,1061,981,2.56,"Medicine"
"S02718",3.86,1376,844,3.16,"Business"
"S02719",2.8,1006,891,3.05,"Engineering"
"S02720",3.91,1326,858,2.96,"Engineering"
"S02721",3.41,1294,541,2.63,"Engineering"
"S02722",2.08,1085,358,2.28,"Law"
"S02723",3.81,1457,483,3.48,"Computer Science"
"S02724",2.97,1345,869,3.76,"Mathematics"
"S02725",2.92,1540,878,3.89,"Engineering"
"S02726",3.13,1347,940,2.12,"Computer Science"
"S02727",2.3,986,877,3.48,"Law"
"S02728",2.94,1148,429,3.45,"Arts"
"S02729",3.66,1339,797,3.89,"Arts"
"S02730",2.03,1156,497,2.51,"Computer Science"
"S02731",2.55,1176,472,3.48,"Law"
"S02732",2,1337,571,2.11,"Arts"
"S02733",2.83,1415,655,3.26,"Medicine"
"S02734",3.46,1476,838,2.7,"Medicine"
"S02735",3.6,1101,864,3.54,"Arts"
"S02736",3.89,1474,300,3.73,"Business"
"S02737",3.22,1554,738,2.73,"Computer Science"
"S02738",2.51,1079,676,3.05,"Arts"
"S02739",3.85,1585,84,2.23,"Computer Science"
"S02740",3.55,1224,377,2.83,"Mathematics"
"S02741",3.15,1522,313,2.72,"Mathematics"
"S02742",3.39,1586,629,2.37,"Law"
"S02743",3.85,1374,320,3.79,"Mathematics"
"S02744",3.42,1564,204,2.3,"Mathematics"
"S02745",2.74,1299,355,3.27,"Arts"
"S02746",3.43,1116,294,3.78,"Medicine"
"S02747",2.08,1352,504,3.82,"Law"
"S02748",2.77,1303,145,3.59,"Mathematics"
"S02749",2.81,1139,539,2.35,"Business"
"S02750",2.33,1085,17,3.63,"Computer Science"
"S02751",2.05,947,575,2.55,"Business"
"S02752",2.27,1285,779,3.84,"Mathematics"
"S02753",3.31,1107,576,3.42,"Medicine"
"S02754",3.6,1056,39,3.57,"Mathematics"
"S02755",3.98,1124,130,2.17,"Engineering"
"S02756",2.69,1043,115,3.17,"Engineering"
"S02757",3.2,1318,450,3.64,"Computer Science"
"S02758",3.87,1010,950,3.72,"Law"
"S02759",2.33,1364,925,2.06,"Medicine"
"S02760",3.44,1031,45,3.88,"Mathematics"
"S02761",3.51,1524,216,2.09,"Computer Science"
"S02762",2.18,1500,600,3.23,"Law"
"S02763",3.72,1572,848,3.39,"Computer Science"
"S02764",3.63,1233,415,2.21,"Computer Science"
"S02765",2.07,974,689,2.1,"Business"
"S02766",2.18,1311,265,3.57,"Arts"
"S02767",2.1,1418,923,2.77,"Medicine"
"S02768",2.67,1524,440,2.21,"Business"
"S02769",3.02,935,617,3.53,"Law"
"S02770",3.06,1524,381,3.7,"Arts"
"S02771",2.54,1122,846,3.17,"Computer Science"
"S02772",3.82,1429,301,2.32,"Engineering"
"S02773",2.74,1140,985,2.03,"Mathematics"
"S02774",2.09,1033,171,3.4,"Business"
"S02775",2.6,1290,620,3.1,"Medicine"
"S02776",3.06,1001,406,3.3,"Medicine"
"S02777",2.82,1551,355,3.63,"Arts"
"S02778",2.55,1580,161,2.87,"Business"
"S02779",2.26,1397,795,2.25,"Computer Science"
"S02780",3.64,1410,552,3.88,"Arts"
"S02781",3.99,1436,26,3.09,"Law"
"S02782",2.66,1444,83,3.23,"Medicine"
"S02783",2.76,1242,173,3.87,"Law"
"S02784",3.24,905,999,3.86,"Business"
"S02785",3.44,1093,685,3.14,"Engineering"
"S02786",2.78,1036,794,2.6,"Law"
"S02787",3.81,1372,70,3.99,"Mathematics"
"S02788",3.12,1115,835,3.36,"Computer Science"
"S02789",2.9,1248,6,2.82,"Mathematics"
"S02790",3.29,1082,796,3.12,"Medicine"
"S02791",3.91,1067,195,2.83,"Mathematics"
"S02792",3.59,937,525,3.78,"Business"
"S02793",2.08,1574,63,2.96,"Engineering"
"S02794",2.66,1370,13,3.65,"Medicine"
"S02795",2.94,1351,761,3.68,"Engineering"
"S02796",2.63,1389,205,3.65,"Medicine"
"S02797",3.4,1041,897,3.44,"Arts"
"S02798",3.65,1002,765,3.71,"Mathematics"
"S02799",3.46,941,40,2.77,"Arts"
"S02800",3.98,1046,165,2.23,"Arts"
"S02801",2.55,965,31,3.68,"Business"
"S02802",3.75,1092,529,3,"Arts"
"S02803",3.53,1197,649,2.25,"Business"
"S02804",2.72,937,877,2.23,"Computer Science"
"S02805",3.47,1401,832,2.32,"Arts"
"S02806",2.21,1552,825,3.5,"Business"
"S02807",3.58,1517,909,3.42,"Medicine"
"S02808",3.06,1327,677,2.41,"Business"
"S02809",2.58,1563,398,3.69,"Law"
"S02810",3.31,1251,459,2.56,"Business"
"S02811",3.28,1225,793,3.59,"Mathematics"
"S02812",2.42,937,223,2.98,"Law"
"S02813",2.06,996,634,3.46,"Medicine"
"S02814",2.87,1007,78,2.76,"Mathematics"
"S02815",3.14,1530,825,2.69,"Business"
"S02816",3.75,1050,839,3.68,"Mathematics"
"S02817",3.86,973,600,2.07,"Medicine"
"S02818",3.06,956,625,3.95,"Mathematics"
"S02819",3.51,1234,612,3.3,"Law"
"S02820",2.88,1151,938,2.86,"Engineering"
"S02821",3.49,1153,938,3.26,"Arts"
"S02822",2.41,1284,815,2.25,"Law"
"S02823",2.74,1355,884,3.03,"Computer Science"
"S02824",3.27,1158,428,3.97,"Business"
"S02825",2.04,1364,425,2.47,"Mathematics"
"S02826",3.44,933,387,3.44,"Medicine"
"S02827",3.67,1394,239,2.87,"Arts"
"S02828",2.8,1225,858,3.3,"Mathematics"
"S02829",2.9,1137,623,2.41,"Business"
"S02830",3.7,1590,90,2.94,"Arts"
"S02831",3.55,1515,385,3.96,"Engineering"
"S02832",2.58,1440,975,2.39,"Business"
"S02833",2.65,1365,139,3.27,"Mathematics"
"S02834",3.36,1203,997,3.15,"Medicine"
"S02835",3.13,1016,647,3.13,"Engineering"
"S02836",2.32,1106,524,3.23,"Business"
"S02837",2.62,1596,244,3,"Arts"
"S02838",3.8,1380,505,2.03,"Mathematics"
"S02839",3.38,1549,422,3.8,"Engineering"
"S02840",3.97,1302,182,3.65,"Medicine"
"S02841",3.53,1575,195,2.35,"Business"
"S02842",3.88,1486,874,2.83,"Arts"
"S02843",2.43,1132,634,3.54,"Mathematics"
"S02844",3.54,1183,53,3.96,"Arts"
"S02845",2.04,1379,986,3.9,"Law"
"S02846",3.34,908,990,3.8,"Engineering"
"S02847",2.94,1278,928,2.32,"Mathematics"
"S02848",2.69,1502,868,3.83,"Business"
"S02849",3.72,1280,685,3.76,"Law"
"S02850",3.71,1561,179,2.75,"Arts"
"S02851",2.04,1259,293,2.79,"Engineering"
"S02852",3.22,1075,375,2.92,"Computer Science"
"S02853",2.74,1384,59,3.31,"Mathematics"
"S02854",2.83,1304,54,2.52,"Arts"
"S02855",3.66,932,914,2.05,"Engineering"
"S02856",2.62,1364,769,2.28,"Computer Science"
"S02857",3.89,1595,245,2.88,"Mathematics"
"S02858",2.36,1056,149,2.56,"Engineering"
"S02859",3.33,1464,796,3.53,"Arts"
"S02860",3.34,1101,368,2.21,"Computer Science"
"S02861",2.5,1074,16,3.83,"Mathematics"
"S02862",2.65,1143,176,3.79,"Engineering"
"S02863",3.67,1168,540,3.82,"Business"
"S02864",3.52,1345,406,3.48,"Computer Science"
"S02865",2.66,973,467,2.21,"Engineering"
"S02866",3.07,995,880,2.88,"Business"
"S02867",2.12,1072,129,2.26,"Computer Science"
"S02868",2.42,1305,223,3.98,"Engineering"
"S02869",2.97,1054,884,2.67,"Arts"
"S02870",2.17,1082,244,3.17,"Computer Science"
"S02871",3.69,1222,426,3.56,"Computer Science"
"S02872",3.44,1188,354,3.84,"Mathematics"
"S02873",3.89,1157,750,3.51,"Business"
"S02874",3.39,1486,744,3.35,"Law"
"S02875",3.88,1073,326,2.93,"Mathematics"
"S02876",3.11,1229,604,3.21,"Law"
"S02877",3.2,1130,3,2.19,"Engineering"
"S02878",3.95,1060,479,3.77,"Arts"
"S02879",3.28,1085,976,3.09,"Business"
"S02880",2.06,1042,81,2.08,"Computer Science"
"S02881",3.45,1181,44,3.84,"Law"
"S02882",3.81,1539,155,2.98,"Business"
"S02883",3.59,1577,947,3.74,"Business"
"S02884",3.17,926,536,3.71,"Mathematics"
"S02885",3.34,1145,916,3.63,"Business"
"S02886",3.98,1386,928,2.12,"Computer Science"
"S02887",2.18,1546,99,2.49,"Mathematics"
"S02888",3.33,1101,397,3.75,"Medicine"
"S02889",2.57,920,880,3.8,"Business"
"S02890",3.28,1490,171,2.92,"Medicine"
"S02891",3.22,1569,148,2.88,"Law"
"S02892",2.31,993,123,2.35,"Arts"
"S02893",2.41,907,112,3.94,"Mathematics"
"S02894",3.24,1371,130,2.43,"Law"
"S02895",2.26,1238,68,2.38,"Mathematics"
"S02896",2.53,1158,859,3.32,"Arts"
"S02897",3.67,954,828,2.49,"Arts"
"S02898",2.65,1447,729,3.88,"Mathematics"
"S02899",2.98,905,900,2.02,"Law"
"S02900",3.88,1276,892,2.01,"Engineering"
"S02901",2.45,1453,608,3.01,"Computer Science"
"S02902",2.78,949,657,2.98,"Medicine"
"S02903",3.21,1011,897,2.33,"Engineering"
"S02904",3.51,1045,545,2.99,"Medicine"
"S02905",3.8,1129,286,2.82,"Mathematics"
"S02906",3.83,1396,5,3.78,"Computer Science"
"S02907",3.55,1205,118,2.02,"Mathematics"
"S02908",2.46,1441,652,3.95,"Business"
"S02909",2.05,1360,230,3.25,"Mathematics"
"S02910",2.77,1527,160,2.3,"Law"
"S02911",2.28,1125,294,2.09,"Engineering"
"S02912",3.42,958,761,3.08,"Mathematics"
"S02913",3.32,975,785,2.47,"Computer Science"
"S02914",2.09,1327,186,2.6,"Law"
"S02915",3.67,1031,877,2.49,"Engineering"
"S02916",2.5,1397,552,3.3,"Mathematics"
"S02917",2.86,1492,224,3.11,"Arts"
"S02918",3.34,1204,152,2.16,"Mathematics"
"S02919",2.86,966,140,3.05,"Engineering"
"S02920",2.88,1129,367,3.58,"Business"
"S02921",2.13,1232,128,2.16,"Business"
"S02922",2.8,1176,351,3.78,"Medicine"
"S02923",3.53,1483,147,3.16,"Engineering"
"S02924",3.83,1043,285,3.9,"Mathematics"
"S02925",2.83,1150,469,2.3,"Arts"
"S02926",2.85,1590,218,3.99,"Mathematics"
"S02927",3.41,979,436,3.29,"Business"
"S02928",3.89,956,732,3.13,"Medicine"
"S02929",2.53,1265,145,3.03,"Mathematics"
"S02930",2.88,1207,841,2.05,"Arts"
"S02931",3.59,1073,277,3.88,"Arts"
"S02932",3.22,1361,754,3.29,"Mathematics"
"S02933",2.22,1577,60,2.18,"Arts"
"S02934",3.26,1495,610,2.04,"Computer Science"
"S02935",2.37,1392,843,2.1,"Business"
"S02936",3.02,1459,375,3.22,"Computer Science"
"S02937",3.06,1538,404,3.23,"Computer Science"
"S02938",3.75,1580,881,3,"Business"
"S02939",2.92,1273,693,2.61,"Engineering"
"S02940",2.56,1248,114,3.06,"Law"
"S02941",2.46,966,495,3.03,"Medicine"
"S02942",3.75,1229,615,2.04,"Mathematics"
"S02943",2.34,1093,336,2.56,"Law"
"S02944",2.85,1054,831,2.11,"Law"
"S02945",2.37,1059,569,3.8,"Law"
"S02946",3.55,1595,285,3.45,"Law"
"S02947",2.95,1165,129,3.99,"Business"
"S02948",2.7,1067,892,2.6,"Law"
"S02949",2.72,1044,978,3.76,"Medicine"
"S02950",3.7,1085,315,3.21,"Mathematics"
"S02951",3.11,1322,960,2.91,"Engineering"
"S02952",3.44,1356,598,2.45,"Business"
"S02953",3.79,1244,712,3.48,"Law"
"S02954",3.8,1453,71,3.81,"Arts"
"S02955",2.66,1415,345,2.47,"Mathematics"
"S02956",3.9,1003,990,2.35,"Business"
"S02957",2.05,1146,98,3.39,"Engineering"
"S02958",2.75,922,300,3.95,"Law"
"S02959",3.79,1424,176,3.5,"Computer Science"
"S02960",2.55,1043,745,2.57,"Business"
"S02961",2.55,1594,884,2.84,"Mathematics"
"S02962",2.61,1092,75,2.77,"Mathematics"
"S02963",3.22,1364,143,3.7,"Arts"
"S02964",2.88,1274,931,3.54,"Mathematics"
"S02965",3.45,1576,23,3.18,"Business"
"S02966",3.79,1591,181,2.55,"Computer Science"
"S02967",3.35,1528,45,3.88,"Business"
"S02968",2.41,1165,469,3.31,"Arts"
"S02969",3.87,1277,92,3.94,"Engineering"
"S02970",2.53,1449,269,3.16,"Arts"
"S02971",2.3,1455,34,3.64,"Engineering"
"S02972",2.18,973,678,3.63,"Arts"
"S02973",3.13,1337,582,2.67,"Medicine"
"S02974",2.23,1125,364,3.93,"Business"
"S02975",2.28,1207,708,2.04,"Mathematics"
"S02976",2.6,1247,133,3.54,"Business"
"S02977",2.56,1375,759,3.93,"Computer Science"
"S02978",3.21,1214,382,2.68,"Medicine"
"S02979",3.63,1424,680,3.3,"Computer Science"
"S02980",3.52,1324,966,3.12,"Business"
"S02981",2.52,1423,277,3.52,"Computer Science"
"S02982",2.49,1461,156,3.73,"Engineering"
"S02983",3.93,1148,387,3.21,"Medicine"
"S02984",2.02,1530,535,3.63,"Mathematics"
"S02985",3.76,1468,200,2.62,"Arts"
"S02986",2.4,1081,275,2.46,"Engineering"
"S02987",3.89,1005,501,2.86,"Law"
"S02988",2.68,1090,459,3.36,"Arts"
"S02989",2.88,1036,50,2.37,"Computer Science"
"S02990",3.41,1599,970,3.36,"Business"
"S02991",3.18,1019,698,2.79,"Engineering"
"S02992",2.64,971,988,3.59,"Medicine"
"S02993",3.11,1030,532,2.07,"Arts"
"S02994",3.46,1356,628,3.34,"Law"
"S02995",2.08,1378,92,3.3,"Engineering"
"S02996",2.02,951,861,3.88,"Mathematics"
"S02997",2.92,1473,456,3.43,"Mathematics"
"S02998",2.26,1018,339,3.59,"Business"
"S02999",3.33,1163,53,3.81,"Medicine"
"S03000",2.43,1138,496,3.35,"Medicine"
"S03001",2.87,1250,635,2.58,"Arts"
"S03002",2.4,1154,853,3.74,"Engineering"
"S03003",3.1,1584,850,3.5,"Engineering"
"S03004",2.23,1208,777,2.85,"Medicine"
"S03005",2.05,1506,4,3.42,"Mathematics"
"S03006",2.1,1394,681,3.74,"Computer Science"
"S03007",3.91,956,281,3.95,"Medicine"
"S03008",2.28,1302,290,3.9,"Business"
"S03009",3.42,966,73,2.65,"Engineering"
"S03010",2.14,945,137,2.84,"Mathematics"
"S03011",2.22,1505,850,2.22,"Arts"
"S03012",3.02,1549,768,2.5,"Engineering"
"S03013",2.93,1268,971,3.76,"Mathematics"
"S03014",3.9,1504,653,2.72,"Medicine"
"S03015",3.89,1131,998,3.24,"Business"
"S03016",3.56,1301,393,3.33,"Computer Science"
"S03017",3.2,1460,208,3.56,"Mathematics"
"S03018",2.91,922,260,2.37,"Mathematics"
"S03019",2.71,1473,930,2.61,"Engineering"
"S03020",3.89,1166,263,2.9,"Medicine"
"S03021",3.21,1017,783,2.73,"Law"
"S03022",3.16,1499,505,3.97,"Medicine"
"S03023",2.46,1500,550,3.67,"Medicine"
"S03024",2.09,954,203,2.96,"Business"
"S03025",3.89,1052,736,3.76,"Medicine"
"S03026",2.63,1138,347,2.7,"Mathematics"
"S03027",2.89,1164,990,3.57,"Medicine"
"S03028",2.23,1167,52,2.45,"Medicine"
"S03029",3.67,1012,593,3.54,"Engineering"
"S03030",2.06,1065,356,2.91,"Medicine"
"S03031",3.67,1567,723,2.21,"Business"
"S03032",2.28,907,519,2.55,"Law"
"S03033",3.77,1116,363,2.8,"Engineering"
"S03034",3.46,1330,45,3.5,"Mathematics"
"S03035",2.33,1191,827,2.15,"Law"
"S03036",3.13,949,378,3.32,"Medicine"
"S03037",2.63,1006,789,3.43,"Computer Science"
"S03038",2.36,908,412,3.31,"Law"
"S03039",3.72,1599,771,3.52,"Business"
"S03040",2.81,1355,142,2.36,"Computer Science"
"S03041",2.8,1222,258,3.17,"Business"
"S03042",2.34,1208,797,3.88,"Mathematics"
"S03043",2.77,1521,914,3.22,"Computer Science"
"S03044",3.74,1044,37,3.22,"Medicine"
"S03045",2.73,1311,941,3.47,"Computer Science"
"S03046",3.9,1013,45,2.67,"Mathematics"
"S03047",3.89,1474,920,3.4,"Law"
"S03048",2.29,1298,632,3.83,"Computer Science"
"S03049",2.35,1174,46,2.02,"Business"
"S03050",3.73,1023,652,3.74,"Medicine"
"S03051",2.79,985,565,2.44,"Business"
"S03052",2.01,1481,301,2.91,"Medicine"
"S03053",2.55,946,288,3.7,"Law"
"S03054",3.2,1100,786,3.65,"Arts"
"S03055",3.6,1175,269,3.78,"Engineering"
"S03056",2.27,1448,900,3.88,"Law"
"S03057",2.22,1029,791,2.89,"Mathematics"
"S03058",3.84,1347,62,3.31,"Law"
"S03059",3.5,1288,566,2.78,"Engineering"
"S03060",3.18,1475,970,2.7,"Business"
"S03061",3.54,1162,951,2.86,"Law"
"S03062",2.86,1531,581,3.49,"Medicine"
"S03063",3.52,1177,242,3,"Computer Science"
"S03064",2.74,945,936,3.63,"Law"
"S03065",2.49,1067,782,3.49,"Engineering"
"S03066",3.46,1344,764,2.04,"Law"
"S03067",2.84,1521,354,3.26,"Business"
"S03068",3.96,945,796,2.87,"Business"
"S03069",2.7,1439,968,2.91,"Business"
"S03070",3.84,986,976,3.64,"Medicine"
"S03071",3.87,1284,863,3.1,"Mathematics"
"S03072",2.48,1568,71,3.77,"Mathematics"
"S03073",3.6,1164,835,3.43,"Law"
"S03074",2.87,921,413,3.11,"Business"
"S03075",3.84,1349,612,3.51,"Arts"
"S03076",2.9,1131,61,2.08,"Computer Science"
"S03077",3.49,1085,615,2.05,"Mathematics"
"S03078",2.93,1225,452,2.17,"Business"
"S03079",2.46,1082,393,2.88,"Mathematics"
"S03080",2.4,1296,631,2.47,"Medicine"
"S03081",2.85,1380,529,3.97,"Computer Science"
